3965;Lsb Industries Inc.;86 Derek Avenue;649-517-9101;amerriment1q@dyndns.org
3107;SJW Group;81712 Kim Circle;394-135-9242;mbruckman1r@webs.com
3777;Aerojet Rocketdyne Holdings, Inc. ;313 Crest Line Terrace;324-519-8802;fpolk1s@sphinn.com
3508;Box, Inc.;76 Atwood Terrace;674-492-3501;wkingzet1t@nps.gov
3413;Vantiv, Inc.;68 Hoard Trail;154-557-9989;sboldra1u@twitter.com
3661;Superior Energy Services, Inc.;38 Mayfield Alley;567-810-1615;zarnaldo1v@si.edu
3750;Brookfield Property Partners L.P.;84258 Lake View Road;767-138-5979;jrathjen1w@netvibes.com
3013;Waste Connections, Inc.;285 Parkside Trail;214-757-6641;mverriour1x@wikimedia.org
3749;Legg Mason, Inc.;8634 Burning Wood Road;252-861-5368;kharnott1y@google.de
3275;Merrill Lynch & Co., Inc.;2587 Maple Wood Lane;490-162-2714;epopescu1z@ebay.co.uk
3416;MEDIFAST INC;3777 Kim Plaza;881-223-5030;zstutard20@skype.com
3699;Banco Santander, S.A.;1810 Rieder Plaza;518-977-0628;mfisbey21@whitehouse.gov
3038;Resources Connection, Inc.;37980 Raven Junction;407-857-8339;afindlay22@addtoany.com
3202;CryoPort, Inc.;016 Fisk Trail;738-712-5718;cmilesop23@paginegialle.it
3284;CorEnergy Infrastructure Trust, Inc.;80253 Tennessee Avenue;941-752-7873;jpetheridge24@economist.com
3547;Global Partner Acquisition Corp.;339 Sutteridge Drive;818-846-9191;llemerie25@drupal.org
3099;Fifth Street Asset Management Inc.;0513 Beilfuss Point;865-165-9072;mcowton26@nifty.com
3258;Sphere 3D Corp.;9849 Washington Parkway;306-414-6457;zcreasey27@vk.com
3927;Watts Water Technologies, Inc.;789 Barnett Place;769-161-8620;jhurrion28@fc2.com
3736;Cascadian Therapeutics, Inc.;247 Rowland Drive;719-947-3921;pdanick29@nhs.uk
3010;NCR Corporation;68 Pine View Park;761-637-9565;rhatz2a@nbcnews.com
3089;TriplePoint Venture Growth BDC Corp.;2 Sunbrook Circle;220-823-4812;rruller2b@jimdo.com
3249;Impinj, Inc.;991 Fremont Hill;348-462-4362;vupson2c@stumbleupon.com
3874;Wayne Savings Bancshares Inc.;147 Lakeland Avenue;378-482-8735;hzorzetti2d@bigcartel.com
3954;ProShares UltraPro Short NASDAQ Biotechnology;344 Express Point;656-425-1890;dbrockhurst2e@exblog.jp
3165;Sturm, Ruger & Company, Inc.;00 Chinook Pass;708-856-9560;gparkins2f@reference.com
3838;CoStar Group, Inc.;952 Cordelia Lane;614-320-6582;hgregoretti2g@hugedomains.com
3046;Seaspan Corporation;46 Brentwood Center;359-263-0356;zroy2h@wikia.com
3769;Superior Industries International, Inc.;29081 Heffernan Pass;233-572-2317;ayusupov2i@pbs.org
3750;U S Concrete, Inc.;75 Di Loreto Circle;602-640-0819;rwadeson2j@desdev.cn
3928;Floor & Decor Holdings, Inc.;565 Carberry Trail;818-143-6211;ecorkitt2k@plala.or.jp
3794;Quad Graphics, Inc;39 Judy Drive;965-567-1596;llewnden2l@youtu.be
3310;Orthofix International N.V.;1398 Saint Paul Terrace;681-619-7279;tcraghead2m@businesswire.com
4000;RPM International Inc.;646 Raven Drive;512-254-2186;pmathiasen2n@cbc.ca
3754;Integer Holdings Corporation;181 Maple Wood Park;970-440-6604;ncornau2o@businessinsider.com
3967;Quality Care Properties, Inc.;2074 Spenser Road;184-239-8846;nwaszkiewicz2p@uiuc.edu
3846;San Juan Basin Royalty Trust;348 Summer Ridge Circle;406-582-7953;eurey2q@ning.com
3506;Michael Kors Holdings Limited;49 Novick Pass;900-479-4792;ekennifick2r@facebook.com
3994;Eastman Kodak Company;7 Emmet Park;344-297-8498;tutton2s@blogspot.com
3246;pdvWireless, Inc.;66 Stone Corner Hill;888-428-7508;jfinci2t@woothemes.com
3516;iShares Morningstar Mid-Cap ETF;25 Leroy Plaza;583-628-6095;ctrue2u@1688.com
3461;Allegheny Technologies Incorporated;9994 Bellgrove Junction;730-939-3266;eedgecombe2v@typepad.com
3454;Cloud Peak Energy Inc;66365 Pond Street;699-603-2823;rthieme2w@unc.edu
3025;Ennis, Inc.;528 Forest Parkway;548-836-8878;rloram2x@amazon.co.uk
3513;Panera Bread Company;9 Hollow Ridge Center;593-762-6947;rgarnham2y@a8.net
3528;Proto Labs, Inc.;3 Fairfield Trail;873-230-5273;tharken2z@prlog.org
3543;First Trust Low Duration Opportunities ETF;9828 Nobel Street;655-239-5667;xdominichetti30@oracle.com
3735;Telecom Argentina Stet - France Telecom S.A.;697 Upham Circle;480-231-3929;cjanda31@istockphoto.com
3445;Pacific Premier Bancorp Inc;25154 Jana Circle;259-463-0732;crosser32@shutterfly.com
3466;CPB Inc.;12950 Barnett Point;816-616-0873;wbryett33@walmart.com
3716;Comp En De Mn Cemig ADS;3 Veith Center;400-433-7864;sjephcott34@studiopress.com
3774;MPLX LP;7792 Gerald Lane;397-496-2632;cmurdy35@senate.gov
3292;Landstar System, Inc.;848 East Parkway;704-607-8823;mrathjen36@cdbaby.com
3953;MDC Partners Inc.;150 Trailsway Junction;406-519-5235;xenion37@deviantart.com
3254;FelCor Lodging Trust Incorporated;790 Victoria Alley;559-940-2492;rreeday38@gravatar.com
3766;Casella Waste Systems, Inc.;857 Brentwood Lane;557-573-1332;mingon39@moonfruit.com
3264;Waste Management, Inc.;9992 Homewood Point;599-838-2116;druperti3a@yellowpages.com
3576;Argo Group International Holdings, Ltd.;81 Anthes Alley;910-814-3840;idyhouse3b@diigo.com
3403;VictoryShares US Small Cap High Div Volatility Wtd ETF;9642 7th Park;418-883-2056;jhrishchenko3c@msn.com
3104;Federal Agricultural Mortgage Corporation;3273 Corben Drive;582-372-7113;smorteo3d@upenn.edu
3170;Stanley Furniture Company, Inc.;67232 Ridgeview Terrace;621-322-4254;aseamark3e@ustream.tv
3661;Hudson Pacific Properties, Inc.;4779 Ohio Hill;693-850-9857;smcbride3f@nbcnews.com
3201;Southern Company (The);599 Magdeline Parkway;883-804-0256;wsivess3g@psu.edu
3768;OSI Systems, Inc.;9 Scofield Hill;305-824-7029;gpele3h@cyberchimps.com
3130;Value Line, Inc.;70 Paget Way;598-728-8137;smelsom3i@yellowpages.com
3898;Principal U.S. Small Cap Index ETF;710 Prairie Rose Lane;701-674-7121;srosenberger3j@dailymotion.com
3208;National Storage Affiliates Trust;1 Meadow Ridge Pass;394-482-5538;spenas3k@themeforest.net
3197;CSW Industrials, Inc.;971 Hayes Way;373-634-5188;epowles3l@scientificamerican.com
3565;Ares Capital Corporation;5 Dayton Crossing;422-687-7069;mzukierman3m@ibm.com
3334;California First National Bancorp;17 Acker Pass;982-165-1062;mrabbet3n@usa.gov
3358;Equinix, Inc.;96823 Lawn Avenue;307-584-2822;eadran3o@sogou.com
3412;Rollins, Inc.;8405 Miller Road;304-425-9460;pstanyer3p@utexas.edu
3055;Whole Foods Market, Inc.;27775 Farragut Parkway;344-162-1035;csone3q@businesswire.com
3961;Federated Investors, Inc.;37719 Gerald Lane;883-297-3558;dspensly3r@zimbio.com
3528;Cohen & Steers Infrastructure Fund, Inc;29 Spaight Center;733-885-2098;chulle3s@microsoft.com
3438;Tortoise MLP Fund, Inc.;47 Havey Place;440-370-1781;rlakin3t@sohu.com
3840;PowerShares DWA NASDAQ Momentum Portfolio;32 Northport Hill;706-704-4919;gparry3u@sogou.com
3127;REV Group, Inc.;6 Tony Crossing;631-228-8744;slasseter3v@nifty.com
3610;CareTrust REIT, Inc.;1 Burning Wood Plaza;868-662-5729;pcurrer3w@yolasite.com
3227;Principal U.S. Small Cap Index ETF;55 Jay Plaza;239-377-6894;tsharpless3x@bizjournals.com
3325;Dupont Fabros Technology, Inc.;77741 Clemons Pass;743-822-4804;ncolegrove3y@stanford.edu
3409;Zix Corporation;18 Del Mar Terrace;399-640-3841;aashpital3z@cloudflare.com
3479;Surgery Partners, Inc.;8547 Acker Parkway;534-722-6323;kteml40@bandcamp.com
3003;Intellia Therapeutics, Inc.;8131 Independence Street;806-180-8906;aargent41@rediff.com
3298;Neurotrope, Inc.;02528 Utah Street;609-780-2451;kscarf42@senate.gov
3315;Canadian Pacific Railway Limited;0287 Longview Road;578-952-1246;mmattiello43@deliciousdays.com
3853;DHI Group, Inc.;729 7th Terrace;465-651-2590;czanassi44@reuters.com
3302;Extreme Networks, Inc.;85830 Marcy Avenue;187-244-9916;dpeeters45@va.gov
3632;Just Energy Group, Inc.;0 Portage Parkway;603-723-1422;mpetto46@taobao.com
3089;Albemarle Corporation;25799 Kensington Court;822-541-3973;eelcocks47@virginia.edu
3360;Perma-Pipe International Holdings, Inc.;95 Loomis Trail;973-428-5755;mmarrable48@google.com.hk
3072;Pieris Pharmaceuticals, Inc.;69443 Sage Alley;138-216-7601;lchastenet49@lulu.com
3844;On Deck Capital, Inc.;374 Kinsman Drive;293-522-6800;kcrenshaw4a@blog.com
3826;ARC Group Worldwide, Inc.;638 South Trail;202-790-8965;cheinl4b@discuz.net
3594;MainSource Financial Group, Inc.;3530 Fieldstone Road;620-182-9841;hcardall4c@hexun.com
3003;Altisource Residential Corporation;84735 Claremont Way;223-122-4804;mmacinherney4d@blogs.com
3071;Citigroup Inc.;4747 Acker Point;759-981-9304;bmcentee4e@pagesperso-orange.fr
3685;KVH Industries, Inc.;8806 Sommers Place;668-978-5346;bcalifornia4f@merriam-webster.com
3453;RTI Surgical, Inc.;19306 Warbler Lane;279-271-9826;mkelberer4g@redcross.org
3915;Airgain, Inc.;64815 Carioca Court;859-978-1436;mcleator4h@vkontakte.ru
3133;Energizer Holdings, Inc.;0 Caliangt Junction;601-724-2274;boneal4i@fema.gov
3664;CyberArk Software Ltd.;0 Gina Way;190-685-5599;lbarends4j@mayoclinic.com
3044;The Cheesecake Factory Incorporated;063 Center Street;288-232-7247;shaskew4k@spotify.com
3019;Crestwood Equity Partners LP;8 Rieder Way;549-104-7320;sduetschens4l@baidu.com
3613;Resource Capital Corp.;6 Havey Junction;988-248-1454;tblofield4m@cnn.com
3501;American Electric Power Company, Inc.;3825 Scott Terrace;199-615-5801;adeblasiis4n@europa.eu
3980;Agilysys, Inc.;75414 Goodland Terrace;165-555-1617;bwelsby4o@liveinternet.ru
3993;Curis, Inc.;553 Riverside Road;911-666-0734;giddens4p@webmd.com
3533;PowerShares DWA Tactical Sector Rotation Portfolio;697 Continental Terrace;281-200-3668;jwolverson4q@irs.gov
3939;Monster Beverage Corporation;015 Manufacturers Crossing;900-749-7799;fmunton4r@oakley.com
3621;Brainstorm Cell Therapeutics Inc.;5 Schmedeman Place;718-834-4457;mwheal4s@hubpages.com
3298;Diamond Offshore Drilling, Inc.;21145 Ridge Oak Circle;371-568-7866;agero4t@washington.edu
3406;Maxwell Technologies, Inc.;12 Cottonwood Parkway;872-438-3633;hmcshea4u@economist.com
3082;Guggenheim Taxable Municipal Managed Duration Trst;35248 Glacier Hill Way;362-653-9508;acamps4v@paginegialle.it
3404;Andina Acquisition Corp. II;0216 Arapahoe Trail;285-825-1821;fsawday4w@webeden.co.uk
3933;PowerShares S&P SmallCap Industrials Portfolio;680 Maryland Terrace;734-915-9082;cdeneve4x@slashdot.org
3120;Blackrock Enhanced Government Fund, Inc;6004 Scoville Junction;824-856-3199;awilkins4y@dion.ne.jp
3988;First Trust NASDAQ-100- Technology Index Fund;88803 Springs Road;107-623-8165;hmansford4z@t.co
3821;Cal-Maine Foods, Inc.;03669 Kipling Pass;733-382-6023;ghaddy50@nymag.com
3725;Lawson Products, Inc.;6 Cherokee Road;993-190-2704;klinn51@ucla.edu
3111;Inpixon ;6 Hovde Point;969-856-9190;msnook52@examiner.com
3795;THL Credit, Inc.;0747 Prairieview Terrace;474-570-2373;dsignore53@dell.com
3578;Summit Financial Group, Inc.;596 Sundown Place;565-807-4758;cbratty54@abc.net.au
3982;Wolverine Bancorp, Inc.;2 Meadow Ridge Way;421-304-6106;shamnet55@vistaprint.com
3688;American National Bankshares, Inc.;596 Burrows Terrace;458-394-8643;kcurphey56@opensource.org
3539;Farmland Partners Inc.;257 Everett Parkway;247-838-6333;ehazeltine57@drupal.org
3018;Dover Downs Gaming & Entertainment Inc;8971 Texas Plaza;485-969-8578;mduckering58@theguardian.com
3391;Nabriva Therapeutics AG;17 Doe Crossing Street;470-853-6032;atudball59@hugedomains.com
3195;Coach, Inc.;6252 Mitchell Park;397-736-5649;schesnay5a@ibm.com
3227;Nordson Corporation;71 Union Road;657-458-5267;rharwell5b@cafepress.com
3447;Black Hills Corporation;1002 Lyons Parkway;965-332-5080;dlittlefield5c@fema.gov
3555;PowerShares DWA Financial Momentum Portfolio;597 Sunfield Center;447-829-5120;kradcliffe5d@about.me
3006;Verso Corporation;45 Nova Plaza;444-728-8790;sjacquest5e@eepurl.com
3502;Capital Southwest Corporation;2 Fallview Circle;544-711-8181;shanks5f@linkedin.com
3344;Littelfuse, Inc.;503 Dixon Street;273-242-4519;hmcgowran5g@yellowbook.com
3754;Avianca Holdings S.A.;64932 Muir Point;404-743-3360;smeek5h@rakuten.co.jp
3521;Spirit Aerosystems Holdings, Inc.;23885 International Park;817-795-2128;szorzutti5i@surveymonkey.com
3586;GAIN Capital Holdings, Inc.;246 Kropf Plaza;459-298-6851;nlindenbluth5j@digg.com
3110;Atlantic Power Corporation;6 Kropf Hill;718-604-9535;yhatcliffe5k@scribd.com
3173;IntriCon Corporation;1090 Elmside Terrace;960-498-9217;cloughren5l@opera.com
3368;Independent Bank Corp.;3132 Laurel Terrace;241-195-0802;obrothers5m@baidu.com
3977;J P Morgan Chase & Co;71898 Norway Maple Way;946-223-0631;mkeiley5n@techcrunch.com
3556;Cyanotech Corporation;022 Meadow Vale Terrace;850-956-7289;rwetherhead5o@cafepress.com
3897;Neptune Technologies & Bioresources Inc;633 Kedzie Crossing;727-532-0635;skaser5p@moonfruit.com
3898;Destination XL Group, Inc.;1358 Vahlen Drive;889-877-6657;ccolby5q@omniture.com
3699;Neovasc Inc.;7 Hudson Drive;432-982-1671;obanyard5r@hp.com
3702;MRC Global Inc.;5 Amoth Avenue;726-582-3281;cannwyl5s@state.gov
3658;Ameris Bancorp;033 Mcbride Crossing;940-920-9173;rmeo5t@plala.or.jp
3613;VanEck Vectors Generic Drugs ETF;1 Hayes Lane;445-525-7439;vfox5u@deviantart.com
3676;Level 3 Communications, Inc.;02404 Bowman Avenue;881-954-5261;jclinkard5v@ezinearticles.com
3415;CAS Medical Systems, Inc.;0427 Wayridge Park;794-996-3261;lboutellier5w@ihg.com
3439;Southside Bancshares, Inc.;1 John Wall Parkway;781-430-7987;cburgoin5x@nytimes.com
3131;MAM Software Group, Inc.;191 Corben Point;638-449-9465;wpowley5y@taobao.com
3558;PowerShares Global Agriculture Portfolio;06741 Delaware Street;640-818-8642;marnaudet5z@washington.edu
3083;Haverty Furniture Companies, Inc.;10162 Nova Hill;657-188-1794;tfraney60@howstuffworks.com
3842;Truett-Hurst, Inc.;2 Norway Maple Terrace;706-452-8104;ggotcliff61@mashable.com
3588;Sensient Technologies Corporation;039 Hallows Avenue;846-129-8207;czanutti62@java.com
3194;E.W. Scripps Company (The);0520 Gina Park;885-269-4461;kantusch63@xinhuanet.com
3678;BlueLinx Holdings Inc.;7850 Hoard Street;779-457-3567;lkefford64@samsung.com
3682;iShares S&P Global Timber & Forestry Index Fund;75734 Loftsgordon Circle;355-479-4518;aainsley65@netscape.com
3316;GrubHub Inc.;0373 Jenifer Park;345-436-0103;cgentner66@adobe.com
3670;Opexa Therapeutics, Inc.;59984 Londonderry Way;966-891-3526;aplevey67@lulu.com
3230;Eaton Vance Tax Advantaged Dividend Income Fund;03334 Gateway Plaza;931-813-3451;jbranni68@theglobeandmail.com
3424;Landmark Infrastructure Partners LP;8 Birchwood Trail;663-273-3874;lyewdale69@sciencedirect.com
3080;Cara Therapeutics, Inc.;42540 Ridgeway Parkway;703-375-3467;mpetasch6a@elpais.com
3054;Horizons DAX Germany ETF;91 Sloan Parkway;489-688-3241;zfinden6b@state.tx.us
3084;VictoryShares US Small Cap Volatility Wtd ETF;80686 Prentice Park;209-367-5678;mtubbs6c@time.com
3038;AutoNation, Inc.;4614 Talmadge Center;727-122-7091;ckieran6d@cloudflare.com
3695;LeMaitre Vascular, Inc.;20 Becker Drive;938-876-2167;tblanchet6e@hud.gov
3505;Halcon Resources Corporation;46864 Fremont Pass;800-976-7038;pgomersal6f@illinois.edu
3183;China Unicom (Hong Kong) Ltd;63 Rieder Alley;117-148-5147;slambard6g@xrea.com
3439;AxoGen, Inc.;17 Lighthouse Bay Parkway;487-480-9080;hraddan6h@fc2.com
3053;PIMCO Dynamic Income Fund;276 Summer Ridge Plaza;714-626-6616;cdederick6i@surveymonkey.com
3187;Buffalo Wild Wings, Inc.;1471 Mcbride Way;888-507-0428;sdaice6j@newsvine.com
3994;State Street Corporation;60 Fair Oaks Hill;783-570-0339;lwhatham6k@xinhuanet.com
3478;BGC Partners, Inc.;4616 Westend Court;368-934-9128;hprobin6l@qq.com
3595;America Movil, S.A.B. de C.V.;975 Kim Trail;797-410-0437;dpaybody6m@wired.com
3789;LKQ Corporation;84332 Manitowish Junction;314-959-9854;madamini6n@springer.com
3620;Celyad SA;8367 Annamark Point;914-633-3713;dwestoff6o@altervista.org
3269;Vericel Corporation;9 Village Green Alley;152-239-6426;cgeal6p@tripadvisor.com
3887;Atlantic Power Corporation;38 Sloan Junction;156-678-0769;hceyssen6q@mapy.cz
3651;W.P. Carey Inc.;04 Dapin Drive;766-803-7735;tchasles6r@ucoz.com
3667;Connecture, Inc.;02 La Follette Center;141-651-9308;alackie6s@domainmarket.com
3428;CoBiz Financial Inc.;165 Green Ridge Park;129-780-9807;lside6t@cam.ac.uk
3122;NextEra Energy Partners, LP;76425 Northridge Point;636-705-8610;sstaggs6u@ihg.com
3123;Southern California Edison Company;323 Hayes Point;436-539-1927;fsandwick6v@opera.com
3316;Omnicom Group Inc.;622 Mendota Avenue;487-975-0873;gbrotherhed6w@youtu.be
3348;Mattersight Corporation;11805 Thackeray Park;923-148-9166;cfirpo6x@wired.com
3605;Pzena Investment Management Inc;980 Miller Trail;481-908-7105;blantry6y@cocolog-nifty.com
3567;AbbVie Inc.;805 Scott Plaza;220-541-6415;bmitchard6z@about.me
3417;Kearny Financial;7410 Pine View Road;576-734-8227;rcreighton70@yahoo.com
3840;Bioptix, Inc;9 Mccormick Hill;396-753-6276;soleksinski71@jugem.jp
3343;Assembly Biosciences, Inc.;0 Delaware Hill;750-444-5866;hsteinham72@fotki.com
3548;Tetra Tech, Inc.;63 Walton Lane;291-621-0485;emarsden73@ow.ly
3969;Prospect Capital Corporation;4 Village Hill;619-697-3620;sfletcher74@amazon.de
3661;Cardiome Pharma Corporation;8334 Fulton Trail;695-692-3371;nfishbourn75@elegantthemes.com
3817;Pixelworks, Inc.;14 Melby Way;473-728-7967;blushey76@oakley.com
3729;Westlake Chemical Partners LP;6 Grim Trail;881-389-7372;msillwood77@samsung.com
3129;Cherokee Inc.;2 Novick Street;497-287-6290;etibbs78@vk.com
3883;Colony NorthStar, Inc.;13485 Drewry Hill;493-874-8120;jbart79@vimeo.com
3815;Tallgrass Energy GP, LP;62 Spohn Park;110-751-8946;stutill7a@booking.com
3532;Western Gas Equity Partners, LP;67852 Sachtjen Alley;703-542-9347;ccars7b@com.com
3833;Callidus Software, Inc.;825 Barnett Way;342-866-4200;sfernely7c@blinklist.com
3501;Aflac Incorporated;28281 East Lane;175-440-8047;pmusto7d@cargocollective.com
3438;Korea Fund, Inc. (The);6270 Pine View Place;841-165-0887;camys7e@hexun.com
3701;International Paper Company;34 Ludington Lane;327-603-3242;ddugall7f@posterous.com
3322;Kratos Defense & Security Solutions, Inc.;85890 Banding Hill;325-275-0096;pthundercliffe7g@tumblr.com
3414;Apartment Investment and Management Company;1 Kennedy Hill;154-178-3546;ogealle7h@harvard.edu
3400;Capital One Financial Corporation;797 Warbler Pass;212-171-3219;rpiddock7i@hubpages.com
3529;Fifth Street Senior Floating Rate Corp.;80 Reindahl Park;280-916-4591;hfurmonger7j@trellian.com
3211;Monarch Casino & Resort, Inc.;54669 Debra Plaza;725-538-2642;ghulkes7k@homestead.com
3668;Titan International, Inc.;58351 Macpherson Terrace;843-212-0303;rneilly7l@t-online.de
3503;The Hanover Insurance Group, Inc.;67 Sheridan Pass;469-452-1584;aoldey7m@smugmug.com
3712;J P Morgan Chase & Co;40230 Hagan Pass;261-833-1396;mbellelli7n@bandcamp.com
3988;Pointer Telocation Ltd.;9963 Forest Run Crossing;594-664-9993;efernao7o@github.io
3964;Nuveen Municipal Credit Income Fund;9 Northview Drive;187-458-5500;tspenton7p@hp.com
3574;IPG Photonics Corporation;64 Dwight Parkway;109-696-6181;aashlin7q@tumblr.com
3603;Green Plains Partners LP;91905 Carioca Center;203-422-1519;letuck7r@cbc.ca
3074;Ryman Hospitality Properties, Inc.;4492 Parkside Street;903-551-1891;cdurand7s@tamu.edu
3950;Hertz Global Holdings, Inc;37480 Holy Cross Way;704-458-1624;bmonelle7t@amazon.co.jp
3557;AMTEK, Inc.;645 Browning Park;646-581-0605;graine7u@nhs.uk
3595;NovoCure Limited;028 Warbler Junction;185-907-7883;jdriscoll7v@twitter.com
3559;GP Investments Acquisition Corp.;98890 Hazelcrest Alley;801-539-3407;gmchirrie7w@cdbaby.com
3305;Key Energy Services, Inc.;8 Hazelcrest Center;740-513-7976;dgaymer7x@harvard.edu
3319;PowerShares DWA Financial Momentum Portfolio;93519 Melvin Point;880-398-5880;prangall7y@npr.org
3291;HopFed Bancorp, Inc.;72153 Larry Point;447-161-9582;kmacvean7z@slashdot.org
3947;FNB Bancorp;98763 Sage Alley;572-218-8531;fghidotti80@upenn.edu
3791;B&G Foods, Inc.;63 Tony Alley;445-998-8037;kmaccafferty81@booking.com
3206;Panera Bread Company;8 Continental Way;553-818-8383;jhaskayne82@myspace.com
