247;Sandhill crane;39822,9;2058
248;Galapagos hawk;38372,9;2111
249;Great egret;9570,44;143
250;Brown pelican;74188,63;2383
251;Richardson's ground squirrel;31103,28;2172
252;Agile wallaby;29785,35;1110
253;Mongoose, small indian;8734,02;1685
254;Rabbit, eastern cottontail;35244,45;889
255;Chipmunk, least;70455,28;1026
256;Adouri (unidentified);79502,68;779
257;Deer, black-tailed;6446,92;1240
258;Bulbul, black-fronted;17049,35;2066
259;Civet, common palm;52423,47;539
260;European beaver;9931,92;1646
261;Wild boar;73546,74;246
262;Crow, house;95175,49;331
263;Ring-necked pheasant;93846,87;2199
264;Monitor, water;49533,95;2396
265;Tortoise, asian foreset;92428,27;2248
266;Pie, rufous tree;76709,35;380
267;Kite, black;14222,31;1716
268;Deer, roe;69857,56;2280
269;Fox, savanna;41995,91;1533
270;Toddy cat;43485,98;1320
271;Paddy heron (unidentified);48467,84;511
272;Eurasian red squirrel;10904,04;1196
273;Chameleon (unidentified);84819,31;2413
274;Defassa waterbuck;78507,05;850
275;North American river otter;12966,7;2357
276;Whip-tailed wallaby;83280,1;1978
277;Sloth bear;27228,44;1902
278;Grey heron;92800,37;721
279;Praying mantis (unidentified);9683,5;495
280;Lemur, brown;49493,18;2390
281;Dromedary camel;14119,25;2517
282;Red hartebeest;93591,99;829
283;Turkey, australian brush;8065,54;849
284;Indian tree pie;3461,33;158
285;Red-billed toucan;22414,51;103
286;Black-winged stilt;1877,7;2161
287;Arctic lemming;57516,51;1742
288;Ring dove;28629,03;502
289;Tasmanian devil;2481,91;1688
290;Hyena, brown;35441,44;116
291;Tortoise, asian foreset;10726,93;1059
292;Cougar;21145,46;1381
293;Lizard (unidentified);28446,14;79
294;Black-tailed prairie dog;83794,21;1049
295;Meerkat, red;44651,32;472
296;Coyote;23661,5;2401
297;Partridge, coqui;45090,85;533
298;Colobus, white-mantled;92288,71;493
299;Dabchick;6967,08;959
300;Frog (unidentified);56557;364
301;Whale, long-finned pilot;90559,56;1177
302;Dusky rattlesnake;21842,72;1458
303;White-headed vulture;40893,55;2027
304;Sparrow, rufous-collared;48783,58;331
305;Vicuna;37102,28;1845
306;Cormorant, pied;2587,2;2890
307;Common melba finch;2420,59;779
308;Beaver, north american;7791,31;33
309;Northern elephant seal;28862,6;2329
310;Heron, black-crowned night;85998,8;1087
311;King vulture;65707,98;2563
312;Ground legaan;68952,98;1670
313;Vulture, white-rumped;29861,35;1394
314;Greylag goose;63529,95;1508
315;Agouti;83863,12;1840
316;Puma, south american;56747,44;2361
317;Oryx, beisa;50743,92;42
318;Bulbul, african red-eyed;63140,29;1005
319;Margay;18669,64;505
320;Brown pelican;15950,5;595
321;Owl, madagascar hawk;9171,88;92
322;Gull, swallow-tail;65182,39;1618
323;Deer, barasingha;46305,4;877
324;Squirrel, european red;24893,4;2065
325;Chacma baboon;20947,94;892
326;Herring gull;20755,7;1856
327;White-browed owl;57696,79;2310
328;Moorhen, purple;82670,44;1858
329;Pademelon, red-legged;50645,49;1314
330;Impala;98212,06;2057
331;Plains zebra;59808,13;1184
332;Jackrabbit, white-tailed;81277,24;328
333;Loris, slender;65520,93;378
334;Duck, mountain;73521,54;864
335;Leadbeateri's ground hornbill;31386,12;855
336;Dove, emerald-spotted wood;12813,38;691
337;Crab, sally lightfoot;60957,95;1609
338;Blue wildebeest;56734,9;899
339;Bandicoot, southern brown;30292,64;559
340;Cliffchat, mocking;93117,16;209
341;Southern right whale;14865,71;1399
342;Caribou;49633,12;2904
343;Black curlew;11034,39;2036
344;White spoonbill;21413,93;720
345;Elephant, african;25002,65;2185
346;Boat-billed heron;51281,33;629
347;Parakeet, rose-ringed;79181,44;664
348;Fringe-eared oryx;87646,21;1373
349;Boa, malagasy ground;33585,12;512
350;Goose, greylag;96091,51;2040
351;White-throated toucan;26148,33;1007
352;Colobus, magistrate black;10852,79;969
353;Common long-nosed armadillo;34081,38;916
354;Bennett's wallaby;88788,59;1843
355;Striated heron;61157,99;2009
356;Hornbill, yellow-billed;89802,07;1519
357;Seal, northern elephant;69013,56;2171
358;Lemur, ring-tailed;98355,21;522
359;Penguin, little blue;50821,73;890
360;Blue fox;11709,4;2458
361;Penguin, fairy;36670,18;2057
362;Cat, native;63448,23;2023
363;King cormorant;51353,57;1947
364;Eagle, long-crested hawk;20031,25;863
365;European badger;86370,87;2842
366;White-winged tern;3676,19;1476
367;Elegant crested tinamou;68124,83;53
368;Weaver, lesser masked;44613,88;2177
369;Goanna lizard;66934,17;1158
370;Baboon, olive;32109,23;2541
371;Sarus crane;8661,26;1955
372;Oryx, beisa;10714,86;2179
373;Spotted wood sandpiper;53263,54;2154
374;Red-tailed hawk;2416,45;1647
375;Vulture, lappet-faced;7308,71;67
376;Pheasant, common;12011,79;2897
377;Red sheep;55803,36;1754
378;Puma, south american;92569,65;2913
379;Eurasian badger;60339,67;2325
380;Black-crowned night heron;64743,85;93
381;Cereopsis goose;73890,34;2667
382;Plover, three-banded;58053,82;907
383;Nyala;11118,69;2565
384;Brazilian otter;11956,1;2749
385;Francolin, swainson's;9042,23;459
386;Emu;36103,03;137
387;Dove, ring;27104,93;806
388;Green-winged macaw;56568,05;332
389;African ground squirrel (unidentified);68192,66;337
390;Constrictor, eastern boa;4740,37;511
391;Vulture, white-rumped;92534,46;972
392;Common raccoon;22533,08;2043
393;Yellow baboon;49525,39;1838
394;Red-winged hawk (unidentified);3168,49;906
395;Macaque, japanese;98980,36;976
396;Carpet python;72804,64;2342
397;Wild water buffalo;13547,54;668
398;Crocodile, nile;41478,52;603
399;Flying fox (unidentified);81765,18;1656
400;Springbuck;70726,75;629
401;Chameleon (unidentified);61436,58;214
402;White-throated kingfisher;25564,65;2226
403;Butterfly, canadian tiger swallowtail;15081,48;233
404;Klipspringer;84191,36;1660
405;Pig-tailed macaque;62601,85;2076
406;Trotter, lily;8111,66;1204
407;Southern lapwing;42550,7;1699
408;Wombat, common;20621,56;1802
409;Red-winged blackbird;77178,22;1455
410;Monitor, two-banded;9128,2;703
411;Quoll, spotted-tailed;97055,32;930
412;Red-winged blackbird;38593,1;2556
413;Hawk-headed parrot;66210,53;1679
414;Capuchin, brown;95784,31;857
415;European spoonbill;34722,01;2317
416;Southern brown bandicoot;46847,37;104
417;Deer, savannah;42416,09;1123
418;Malay squirrel (unidentified);22076,21;2676
419;Southern ground hornbill;42999,32;191
420;Scarlet macaw;8351,96;1136
421;Crane, sarus;95428,98;622
422;Squirrel, malabar;51990,82;1055
423;Plover, blacksmith;76587,83;2300
424;Cottonmouth;6402,67;2185
425;Avocet, pied;9158,51;2281
426;Elephant, asian;57686,21;1036
427;Eastern boa constrictor;32088,63;2840
428;White-tailed jackrabbit;58921,31;2978
429;Squirrel, thirteen-lined;37236,49;965
430;Fox, silver-backed;11398,98;59
431;Little heron;95891,41;2970
432;Python (unidentified);66551,98;2567
433;Elephant, asian;85824,38;946
434;Starling, greater blue-eared;55807,06;2050
435;Chameleon (unidentified);24894;214
436;Shark, blue;62376,47;2294
437;Common brushtail possum;63017,72;261
438;Hornbill, southern ground;33403,32;133
439;Cockatoo, long-billed;61029,37;109
440;Lourie, grey;3364,16;1917
441;Bahama pintail;74728,67;563
442;Savannah deer;77029,99;226
443;Armadillo, giant;63925,98;619
444;Goldeneye, barrows;46388,56;866
445;Wallaby, river;27929,8;92
446;Fox, bat-eared;33676,55;2913
447;Vulture, lappet-faced;16975,34;1286
448;Python, carpet;48094,16;756
449;Sage grouse;70454,39;1654
450;Feathertail glider;48122,77;2033
451;Dark-winged trumpeter;76715,79;2873
452;Dusky rattlesnake;83738,81;901
453;Cat, long-tailed spotted;26593,39;1458
454;Brown lemur;46174,19;2903
455;Cormorant, little;46841,39;2519
456;Savanna fox;37087,84;209
457;Phalarope, northern;25734,53;617
458;Magpie, black-backed;37720,83;1980
459;Palm squirrel;65211,09;1549
460;Honey badger;56075,79;2590
461;Blue-tongued skink;59066,2;592
462;Fox, pampa gray;48974,3;1090
463;Hornbill, yellow-billed;6607,06;1950
464;Plover, blacksmith;85937,48;1765
465;Elegant crested tinamou;72325,17;923
466;Blue-faced booby;12968,59;1117
467;Dromedary camel;83729,92;67
468;Nuthatch, red-breasted;82702,44;906
469;Crab (unidentified);32926,2;2563
470;Bison, american;74468,53;717
471;Red-breasted cockatoo;89763,28;1354
472;Squirrel, palm;68283,04;368
473;Brocket, red;74693,24;415
474;African porcupine;61980,6;432
475;Quail, gambel's;34170,12;2728
476;Puma, south american;7667,38;1177
477;Rhea, gray;9490,87;869
478;Cormorant, javanese;28983,57;1433
479;Crab, red lava;83602,87;2587
480;Hippopotamus;8405,59;1599
481;Prehensile-tailed porcupine;64531,53;2425
482;Hoffman's sloth;80546,32;359
483;Common zorro;10299,95;239
484;Rat, desert kangaroo;33003,79;563
485;Common genet;60067,36;2
486;Prehensile-tailed porcupine;60068,11;191
487;Skunk, western spotted;94250,04;1354
488;African lion;85538,97;1212
489;Common palm civet;26384,24;1544
490;Common wolf;88142,32;2152
491;Lemming, collared;25357,12;1067
492;Blue and gold macaw;59052,9;1271
493;Weaver, chestnut;328,13;2757
494;Tsessebe;78441,21;1918
495;Duck, mountain;30420,47;2577
496;Whale, long-finned pilot;44552,67;709
497;Common wombat;64585,45;2040
498;Mule deer;6653,52;656
499;White-headed vulture;10714,01;819
500;Giant girdled lizard;88684,77;897
501;Blesbok;36718,94;926
502;American bison;88611,92;2890
503;Goat, mountain;30005,48;1145
504;Macaw, scarlet;62201,63;112
505;Macaw, blue and gold;59102,03;3
506;Owl, snowy;57637,1;1431
507;Fox, asian red;37385,82;2395
508;Black-backed magpie;76316,36;334
509;Black-eyed bulbul;25897,13;2056
510;Crocodile, nile;83740,38;1550
511;Bison, american;4987;590
512;Wolf spider;30837,83;2494
513;Meerkat, red;46,57;2466
514;Palm squirrel;10771,48;2694
515;Duck, white-faced whistling;75800,25;1224
516;Dama wallaby;84567,91;1370
517;Falcon, peregrine;35212,43;869
518;Gull, silver;94639,79;342
519;Swallow-tail gull;837,5;1044
520;Butterfly, canadian tiger swallowtail;64886,22;837
521;White-faced whistling duck;86425,3;790
522;Robin, kalahari scrub;59625,22;1986
523;Heron, grey;44155,18;1252
524;Tiger;94680,5;28
525;Dama wallaby;21106,03;2621
526;Painted stork;94283,07;1767
527;Tropical buckeye butterfly;18442,15;41
528;Woodcock, american;11036,94;2932
529;Armadillo, giant;48295,51;1919
530;Oribi;34494,69;1185
531;Indian mynah;80191,38;210
532;Owl, great horned;68792,01;943
533;Grey phalarope;72282,98;1773
534;Deer, white-tailed;48801,42;2604
535;Phalarope, red;36152,7;1418
536;Phalarope, red-necked;97178,42;313
537;Stick insect;47633,56;938
538;Skimmer, four-spotted;66631,42;2059
539;Wagtail, african pied;44124,8;1652
540;Egyptian goose;84707,16;342
541;Crested bunting;33061,59;448
542;Tenrec, tailless;96810,42;1704
543;Brush-tailed bettong;76322,27;246
544;Black swan;20885;2884
545;Pigeon, feral rock;5517,23;1061
546;Mongoose, small indian;49199,78;1298
547;Black-footed ferret;86632,72;2264
548;Kongoni;70584,11;459
549;Partridge, coqui;59753,95;735
550;Golden brush-tailed possum;68665,77;2242
551;Vulture, griffon;94231,93;2921
552;California sea lion;58870,39;601
553;Waved albatross;97229,99;473
554;Purple grenadier;31172,36;2090
555;Egyptian vulture;18499,39;2249
556;Red kangaroo;32347,92;2553
557;Rhea, common;62848,02;313
558;Black swan;65034,95;2453
559;Crake, african black;42118,23;2392
560;Possum, pygmy;52021,63;132
561;Rat, desert kangaroo;25230,06;1064
562;Sockeye salmon;76659,61;1881
563;Yellow mongoose;65059,83;881
564;Stork, european;79625,14;1318
565;Australian magpie;59264,17;1239
566;Lemur, brown;67525,32;2827
567;Camel, dromedary;59029,12;247
568;Long-necked turtle;77551,14;2247
569;Sockeye salmon;95609,01;2427
570;Indian mynah;80058,95;2473
571;Southern brown bandicoot;63664,92;170
572;Southern hairy-nosed wombat;57888,19;404
573;Nine-banded armadillo;19989,65;2964
574;Monster, gila;74862,98;1530
575;African clawless otter;39768,68;510
576;Spotted deer;40689,16;2197
577;Goliath heron;30428,83;958
578;Lion, steller sea;83609,9;2387
579;Albatross, galapagos;92404,1;713
580;Swan, black;53107,64;2604
581;Sandpiper, spotted wood;43246,51;1774
582;Gonolek, burchell's;1956,32;476
583;Squirrel, african bush;45888,08;868
584;Legaan, water;50027,82;2126
585;Springbok;57257,72;2246
586;Agile wallaby;39333,14;838
587;Eastern grey kangaroo;19000,46;1413
588;Long-billed corella;8815,38;2902
589;Fisher;23699,24;1633
590;American badger;53781,07;2155
591;Collared peccary;79402,7;415
592;Tern, royal;81367,36;973
593;Long-nosed bandicoot;60285,72;499
594;Antechinus, brown;52791,9;440
595;Cardinal, red-capped;60135,52;498
596;Glossy ibis;67470,26;1297
597;Anaconda (unidentified);85278,93;207
598;Jungle kangaroo;65839,35;2977
599;Hippopotamus;7203,7;1629
600;Southern brown bandicoot;56970,74;725
601;Red-tailed wambenger;32496,42;1625
602;Common turkey;72742,01;2160
603;African ground squirrel (unidentified);65438,43;2788
604;Gull, pacific;35279,46;2578
605;Zorilla;29556,51;1462
606;American beaver;79948,5;2098
607;Coyote;58887,97;1691
608;Black and white colobus;14250,78;2601
609;Bird, magnificent frigate;1809,1;1521
610;Hanuman langur;79509,04;2134
611;Ground monitor (unidentified);34017,8;1808
612;Dusky gull;50026,05;2800
613;Canadian river otter;96684,33;785
614;Miner's cat;45768,85;2054
615;Pied cormorant;43158,16;1001
616;Red-tailed cockatoo;15837,83;2946
617;Oryx, beisa;97,74;1586
618;Gonolek, burchell's;1688,37;1480
619;Jackal, indian;22712,48;2912
620;Coatimundi, ring-tailed;87583,14;1408
621;Bandicoot, short-nosed;13377,52;2564
622;Hawk, ferruginous;89724,28;158
623;Urial;52048,93;2176
624;American black bear;70943;2863
625;Eagle, bald;57977,72;267
626;South American puma;16415,76;989
627;Goose, egyptian;34344,67;2640
628;Caracara (unidentified);33282,22;2391
629;American beaver;87358,12;2495
630;Insect, stick;27711,43;518
631;Killer whale;54833,82;1784
632;Seal, northern fur;45759,39;2608
633;Malabar squirrel;52501,82;2222
634;Tree porcupine;46874,56;1927
635;Emerald green tree boa;77545,5;1512
636;Paddy heron (unidentified);53355,1;1361
637;Opossum, american virginia;83924,46;1474
638;Spider, wolf;78991,77;50
639;Emerald-spotted wood dove;85921,85;1670
640;Black-tailed prairie dog;83172,44;1548
641;Collared peccary;33405,25;997
642;Colobus, magistrate black;27480,66;2310
643;Sidewinder;93400,39;143
644;Lizard, giant girdled;17116,32;2726
645;Red-billed toucan;37345,78;2085
646;Colobus, white-mantled;18048,47;17
647;Black swan;94643,98;1762
648;Violet-eared waxbill;54921,41;1028
649;Civet, small-toothed palm;33380,65;1446
650;Lion, california sea;76299,42;2863
651;Rhinoceros, black;92696,46;1817
652;Common waterbuck;20793,45;650
653;Dromedary camel;96803,62;2537
654;Cockatoo, red-tailed;78577,08;14
655;Rhesus monkey;25743,23;613
656;Blue and gold macaw;34934,57;453
657;Porcupine, prehensile-tailed;63644,97;79
658;Common brushtail possum;15406,12;677
659;Jaeger, long-tailed;38800,13;861
660;Sparrow, rufous-collared;8608,91;1458
661;Spoonbill, european;41184,33;157
662;European badger;70480,25;1538
663;Kiskadee, great;83473,9;686
664;Kingfisher, white-throated;96903,85;1174
665;Nuthatch, red-breasted;78544,88;1102
666;Black-backed magpie;60649,65;1878
667;Cobra (unidentified);59045,97;262
668;Land iguana;46679,74;326
669;Lilac-breasted roller;49428,59;1542
670;Lion, south american sea;68578,92;1851
671;Boa, mexican;45558,46;1752
672;Western bearded dragon;70816,85;1780
673;American badger;35320,55;1972
674;Gazer, sun;48303,62;1944
675;Goldeneye, common;10355,11;2614
676;Dog, bush;30045,79;1188
677;American woodcock;50632,05;255
678;Common grenadier;41046,24;2929
679;Malagasy ground boa;43523,36;2802
680;Devil, tasmanian;75938,86;2719
681;Lemur, sportive;33362,14;830
682;Grey phalarope;90652,31;1810
683;Prairie falcon;29036,85;2756
684;Greater kudu;62752,83;1863
685;North American red fox;79507,36;1372
686;Oribi;49198,48;2941
687;Long-tailed jaeger;36115,89;2
688;Northern elephant seal;32878,8;2123
689;Vulture, turkey;6408,71;873
690;African black crake;36530,45;990
691;Chuckwalla;94894,62;2418
692;Asian elephant;4855,21;1019
693;Tammar wallaby;39614,1;377
694;Spoonbill, white;37673,86;2401
695;Brolga crane;12076,22;2581
696;Pelican, brown;90167,82;1649
697;Woodcock, american;31621,59;1878
698;Bateleur eagle;3218,44;2206
699;Pied avocet;23065,68;1190
700;Badger, honey;64159,3;1948
701;Egyptian vulture;93748,52;1112
702;Bird, red-billed tropic;45160,91;791
703;African jacana;39517,18;1735
704;Ibis, sacred;27731,85;2753
705;Knob-nosed goose;16213,02;932
706;Sparrow, rufous-collared;82748,44;1672
707;Ostrich;9297,02;2980
708;Grenadier, purple;63740,59;459
709;Puffin, horned;89607,51;2611
710;Waxbill, blue;91438,04;1202
711;White stork;79110,87;1099
712;Stork, jabiru;84539,7;2833
713;Silver gull;18132,63;1118
714;Long-tailed skua;3828,26;2471
715;Monkey, black spider;37339,38;1987
716;Southern brown bandicoot;93800,04;1386
717;Fairy penguin;4209,42;1406
718;Lappet-faced vulture;78378,05;1190
719;American woodcock;23536,32;1261
720;Raven, cape;60343,33;366
721;Barbet, levaillant's;34380;1333
722;Common brushtail possum;30361,62;2755
723;Topi;89213,83;1437
724;Bushbaby, large-eared;29491,48;1735
725;Hawk-headed parrot;57644,55;1690
726;Shrike, common boubou;48023,43;2261
727;Hen, sage;11983,89;1167
728;Squirrel, eastern fox;51544,74;2847
729;Lizard, desert spiny;55133,96;2898
730;Crane, sandhill;9946,35;1584
731;European badger;73660,28;557
732;Bleu, blue-breasted cordon;93636,56;1901
733;White-cheeked pintail;86206,47;878
734;Ring-tailed possum;39832,44;2206
735;Old world fruit bat (unidentified);14932,27;2832
736;Waxbill, black-cheeked;20286,99;2809
737;Bird, magnificent frigate;38643,52;2977
738;Dunnart, fat-tailed;89459,19;1499
739;Rhinoceros, square-lipped;26025,16;2651
740;Brown hyena;96579,9;359
741;Rufous tree pie;29657,35;2499
742;Cat, jungle;22333,6;1942
743;Red-billed toucan;64270;70
744;Dik, kirk's dik;46024,9;1287
745;Armadillo, giant;51293,49;323
746;River wallaby;74428,25;1037
747;Giraffe;57451,29;132
748;Burchell's gonolek;97970,03;1883
749;Goose, greylag;53103,5;2264
750;Shark, blue;8836,27;1395
751;Red-billed hornbill;3937,22;921
752;Robin, white-throated;97152,7;2380
